zip_code,total_students,number_overweight,%overweight,number_obese,%obese,Num_farmersmarkets,#_of_retail_stores,Median,Mean,Pop
11803,3327,364,10.9407874962,472,14.1869552149,,98,116390.6501,137076.5808,27719
11804,,,,,,,7,109050,133622,4942
11901,2542,630,24.7836349331,358,14.0833988985,3,,58528.2758,73673.1433,22490
11920,,,,,,,1,,,
11930,,,,,,,,72175,90684,1299
11931,,,,,,,,77663,89576,180
11932,,,,,,,,94588.698,162762.714,1417
11933,,,,,,,,79401.6094,92800.8325,5970
11934,1059,168,15.8640226629,157,14.8253068933,,,76051.5976,98045.0646,6548
11935,970,106,10.9278350515,118,12.1649484536,,,78765.5425,102632.97,3383
11937,551,124,22.5045372051,82,14.8820326679,1,,79892.8717,129902.2358,13215
11939,,,,,,,,66193,93668,776
11940,533,84,15.7598499062,74,13.8836772983,,,90241.0363,126445.7226,4382
11941,,,,,,,,79351.7814,107783.7975,1568
11942,,,,,,,,81471.6237,111984.724,3985
11944,284,98,34.5070422535,40,14.0845070423,1,,56250.0707,82387.346,3663
11946,1379,280,20.3045685279,210,15.2284263959,1,,63450.4571,83583.8383,12798
11947,,,,,,,,77663,89576,309
11948,,,,,,,,90243.4035,101532.385,803
11949,2302,357,15.5082536924,354,15.3779322328,,,86594.5512,105474.8644,11362
11950,,,,,,,,76802.119,81840.3334,14834
11951,6962,1692,24.3033611031,1220,17.5237000862,,,70904.6052,71327.9272,12865
11952,,,,,,,,90734.1537,102131.6068,4559
11953,5772,1268,21.9681219681,1030,17.8447678448,,,65320.1607,75870.3236,12191
11954,,,,,,1,,69917.6774,92271.5236,3844
11955,,,,,,,,69802.8052,85751.365,2672
11956,,,,,,,,78359,102650,328
11957,,,,,,,,66193,93668,709
11958,,,,,,,,77933.2624,102206.5043,543
11959,,,,,,,,83144.1864,107260.6078,1022
11960,,,,,,,,75522,103774,1144
11961,,,,,,,,68939.0754,80860.1896,12389
11962,,,,,,,,94770,163919,445
11963,638,67,10.5015673981,86,13.4796238245,1,,91015.5894,156503.252,6644
11964,,,,,,,,71384,93973,1736
11965,,,,,,,,71384,93973,489
11967,,,,,,,,82569.7749,86509.8901,24613
11968,,,,,,,,74487.3198,154825.379,11830
11970,,,,,,,,77663,89576,473
11971,567,59,10.405643739,72,12.6984126984,,,70996.5185,95009.3253,5577
11972,,,,,,,,75353.151,107626.648,1126
11975,,,,,,,,93111.5162,168344.0788,394
11976,,,,,,,,89905.484,147241.0736,1955
11977,,,,,,,,97953.8624,129727.8064,2408
11978,1070,136,12.7102803738,212,19.8130841121,,,82515.817,127980.2403,3421
11980,,,,,,,,84579.2768,89629.8211,4305
12005,,,,,,,1,,,
12007,,,,,,,,68165,73708,89
12008,,,,,,,2,71667,80919,424
12009,,,,,,1,23,68447.809,84139.5857,7459
12010,2432,238,9.7861842105,264,10.8552631579,1,107,42485.3081,53633.0032,25949
12015,,,,,,,6,4809.5047,6417.9379,277
12017,,,,,,,,66723.1949,96400.2414,382
12018,1972,338,17.139959432,300,15.2129817444,,17,70812.5018,80223.9926,7393
12019,,,,,,,9,84968.6372,97506.1269,13358
12020,2070,294,14.2028985507,330,15.9420289855,2,90,57471.6637,65897.9412,24363
12022,663,116,17.4962292609,130,19.6078431373,,3,57321,62944,1008
12023,558,112,20.0716845878,75,13.4408602151,,4,64864.9956,71716.1834,2119
12024,,,,,,,,75954,113441,23
12025,651,138,21.198156682,74,11.3671274962,,22,53759.855,74574.0366,5312
12027,,,,,,1,13,75086.8658,82190.8703,3528
12028,,,,,,,1,55629.245,65791.0307,1307
12029,,,,,,,5,72991.8418,96504.147,1368
12031,,,,,,,2,,,
12032,,,,,,,11,50697.9785,61631.8964,956
12033,668,96,14.371257485,96,14.371257485,,22,77276.4501,84714.9586,7828
12035,,,,,,,1,49932.014,64200.752,672
12036,,,,,,,,44734.2985,52812.899,267
12037,688,106,15.4069767442,132,19.1860465116,,21,61861.3428,91310.0734,3781
12040,,,,,,,,57321,62944,84
12041,,,,,,,1,67785,103358,412
12042,,,,,,,1,49989.3666,63422.9514,285
12043,1295,250,19.305019305,213,16.4478764479,1,42,23043.3316,32418.8503,4619
12045,,,,,,,1,68165,73708,752
12046,,,,,,,,67693.0239,73542.216,920
12047,1184,288,24.3243243243,188,15.8783783784,3,62,47340.7802,57002.7084,18181
12050,,,,,,,2,,,
12051,1083,214,19.7599261311,186,17.1745152355,1,15,40500.7372,48368.4219,5365
12052,,,,,,,4,65531.8367,72011.7119,1368
12053,537,74,13.7802607076,76,14.1527001862,,5,72748.8253,79322.0545,4366
12054,3105,416,13.3977455717,414,13.3333333333,2,40,89452.9888,105318.4037,15554
12056,,,,,,,9,76634.074,82681.9855,2171
12057,,,,,,,3,44286.1202,53605.0969,1842
12058,,,,,,,3,49232.8628,67619.9871,1397
12059,,,,,,,2,65996.1531,72010.0188,1703
12060,,,,,,,3,69241.1649,93021.3473,1391
12061,3021,476,15.7563720622,518,17.1466401854,,25,76605.7618,89233.5197,8223
12062,,,,,,,,61042.2846,74444.0214,1736
12063,,,,,,,,63234,75226,330
12064,,,,,,,,43733.233,51378.422,530
12065,5685,458,8.0562884785,906,15.9366754617,1,126,74934.7544,90235.036,38743
12066,,,,,,,3,57982.7379,69626.3493,2244
12067,,,,,,,3,69404.3384,99845.7812,1675
12068,973,174,17.8828365879,166,17.0606372045,,10,50376.9444,61838.7621,3277
12069,,,,,,,,53873,63263,245
12070,,,,,,,1,54988.242,68531.334,1477
12071,,,,,,,1,47545,55838,254
12072,,,,,,,9,54670.4,65606.47,2499
12074,406,84,20.6896551724,62,15.2709359606,1,9,67455.557,80517.469,2973
12075,,,,,,,6,51161.8032,75655.2956,3252
12076,,,,,,,6,51808.021,60349.2851,1378
12077,,,,,,,40,82111.5676,94696.4202,5982
12078,1194,224,18.7604690117,216,18.0904522613,1,73,39631.5953,49695.8481,23612
12080,,,,,,,1,,,
12082,,,,,,,1,,,
12083,810,172,21.2345679012,112,13.8271604938,,23,51357.2253,60077.9539,3419
12084,3083,466,15.1151475835,422,13.6879662666,,22,84843.9884,95623.7201,3956
12085,2948,386,13.0936227951,384,13.02578019,,8,63219,79047,219
12086,,,,,,,9,58261.8293,69852.4666,1870
12087,,,,,,,2,57746.77,69936.4366,1025
12089,,,,,,,2,56188,61939,77
12090,500,128,25.6,102,20.4,,21,49058.7886,60099.0548,6075
12092,,,,,,,3,46012.3954,61221.9874,1265
12093,190,44,23.1578947368,24,12.6315789474,,6,47590.1371,54964.0551,1499
12094,,,,,,,,56948.7051,71153.9384,2155
12095,,,,,,1,69,46266.942,58283.6296,12776
12106,,,,,,1,4,60179.5501,74511.4288,2263
12108,,,,,,1,4,44048,69704,480
12110,3304,450,13.6198547215,488,14.7699757869,,151,74236.835,90547.01,20543
12115,,,,,,,,75954,113441,221
12116,,,,,,,1,44214.159,53817.8886,1822
12117,510,128,25.0980392157,46,9.0196078431,,15,45955.0147,54146.8779,3310
12118,894,202,22.5950782998,170,19.0156599553,,26,58014.8054,68626.8425,11643
12120,,,,,,,,61628.3313,66981.1043,616
12121,,,,,,,,65702.1614,74543.4822,1903
12122,,,,,,,14,55065.4362,64134.2147,4396
12123,,,,,,,7,58220.7172,71482.3147,5168
12124,,,,,,,1,56094,69468,627
12125,289,45,15.5709342561,33,11.4186851211,1,15,59688,74234,1391
12130,,,,,,,2,75433,87645,976
12131,,,,,,,1,47545,55838,117
12132,,,,,,,,75954,113441,388
12133,,,,,,,1,,,
12134,,,,,,1,28,47133.5742,55274.5697,3709
12135,,,,,,,1,,,
12136,,,,,,,2,75934.3888,113265.6297,841
12137,,,,,,,7,69406.13,77047.2369,1750
12138,,,,,,,1,56465.5604,63572.3238,3180
12139,,,,,,,2,44048,69704,274
12140,,,,,,,1,78045,78198,1654
12141,,,,,,,1,,,
12143,1337,278,20.7928197457,248,18.5489902767,,30,57697.7096,66551.6353,5252
12144,456,120,26.3157894737,30,6.5789473684,2,61,59476.777,70710.4652,18277
12147,,,,,,,3,62737.6561,68070.9021,549
12148,,,,,,,7,99305.8858,107514.7513,3175
12149,,,,,,,8,44629.5595,52724.4593,2248
12150,,,,,,,6,56042,70548,759
12151,,,,,,,3,70492.9333,84490.6284,707
12153,,,,,,,1,67481.3472,76898.1214,763
12154,559,100,17.8890876565,101,18.0679785331,,9,70630.4504,76250.393,2710
12155,,,,,,,4,41541.3125,49132.7827,1748
12156,,,,,,,,78978.6818,87686.8948,827
12157,403,102,25.3101736973,61,15.1364764268,,12,56295.0548,69473.2868,4041
12158,1223,256,20.9321340965,232,18.9697465249,,6,79793.9763,89751.3844,6043
12159,,,,,,,18,83622.2667,100973.1555,7267
12160,,,,,,,,24429.0441,31409.9688,391
12161,,,,,,,,90136,104261,132
12164,,,,,,1,21,44048,69704,393
12165,,,,,,,1,66413,96306,156
12166,,,,,,,2,54269.8012,64961.5117,1421
12167,294,63,21.4285714286,48,16.3265306122,1,15,30899.1622,34595.8125,1481
12168,,,,,,,5,63717.855,71874.125,2002
12169,,,,,,,,63107.3437,72566.6756,312
12170,765,148,19.3464052288,116,15.1633986928,,7,66138.5916,76026.436,5183
12172,,,,,,,,51250,61285,412
12173,,,,,,,1,52586.289,67604.174,1801
12174,,,,,,,1,53264,70809,358
12175,,,,,,,1,45878.3875,54086.3109,871
12176,,,,,,,,43058.4764,53812.849,166
12177,,,,,,,1,52174.3992,62174.1624,488
12180,1738,234,13.4637514384,244,14.0391254315,17,217,43270.1477,56553.696,52373
12181,,,,,,,1,,,
12182,1280,289,22.578125,230,17.96875,1,35,34650.7807,42860.4467,9901
12183,,,,,,,9,51417,57344,2281
12184,1045,152,14.5454545455,208,19.9043062201,,26,72879.2313,90121.9124,7062
12185,,,,,,,1,57209.5046,71409.0987,2207
12186,709,84,11.8476727786,118,16.6431593794,1,17,75527.2281,96584.1589,6260
12187,,,,,,,1,44479.5377,54901.2952,646
12188,550,116,21.0909090909,95,17.2727272727,1,18,62861.9429,72914.11,10768
12189,930,260,27.9569892473,182,19.5698924731,,53,51611.658,61486.1094,16593
12190,,,,,,,6,49231,63180,737
12192,,,,,,,15,54888.6236,67901.9397,1773
12193,,,,,,,1,64791.9768,71007.9744,2056
12194,,,,,,,,47545,55838,161
12195,,,,,,,2,59688,74234,228
12196,,,,,,,9,73423.5187,85710.6577,2754
12197,219,48,21.9178082192,21,9.5890410959,,7,44185.9579,52463.9427,2297
12198,,,,,,,14,69252.0072,79794.3203,7199
12201,,,,,,,1,,,
12202,,,,,,2,57,30073.7523,40534.2229,9909
12203,,,,,,2,128,52240.3287,65317.7229,33802
12204,214,52,24.2990654206,40,18.691588785,2,28,52329.5086,74572.8138,6838
12205,3031,444,14.6486308149,486,16.0343121082,,209,62986.3322,78551.3691,28240
12206,,,,,,2,104,29383.5724,39183.3005,16207
12207,2646,605,22.8647014361,494,18.6696900983,3,78,21287.1,28874.3624,1985
12208,,,,,,1,80,51134.3487,65533.5875,21154
12209,,,,,,1,27,55024.2831,61516.225,9730
12210,,,,,,4,89,30597.6157,43875.9712,9778
12211,,,,,,1,51,75955.336,97673.5195,10791
12212,,,,,,,1,,,
12213,,,,,,1,,,,
12222,,,,,,,1,69271,77839,4
12223,,,,,,,2,,,
12224,,,,,,,1,,,
12226,,,,,,,2,,,
12239,,,,,,,1,,,
12242,,,,,,,2,,,
12288,,,,,,,1,,,
12301,,,,,,,1,,,
12302,1690,322,19.0532544379,246,14.5562130178,,84,70227.6915,77682.7877,26706
12303,7448,1668,22.395273899,1234,16.5682062299,,81,63694.0012,71258.635,27443
12304,,,,,,3,72,42508.8261,53979.709,20582
12305,,,,,,5,73,29048.7944,35928.5381,6140
12306,1331,210,15.7776108189,252,18.9331329827,1,86,59266.8156,66852.4828,25105
12307,,,,,,2,17,30339.7682,35032.0598,6713
12308,,,,,,,36,45308.3763,55526.8781,13655
12309,2022,276,13.649851632,222,10.9792284866,1,60,85500.2327,103582.8762,28275
12345,,,,,,,5,,,
12401,4055,887,21.8742293465,732,18.0517879162,3,216,50557.8891,63156.3214,35239
12404,1408,270,19.1761363636,220,15.625,,6,60222.0501,68945.1389,3509
12405,,,,,,,4,43149.6812,51232.7392,591
12406,,,,,,,4,45814.1528,54279.2768,842
12407,,,,,,,1,43233,53489,144
12409,,,,,,,2,60089,90820,783
12410,,,,,,,5,45650.689,59712.597,460
12411,,,,,,,,59328.98,68979.38,571
12412,1056,182,17.2348484848,162,15.3409090909,,7,53185.8696,81720.398,605
12413,1081,244,22.571692877,224,20.7215541166,,21,44041.8342,56898.2104,2901
12414,1040,248,23.8461538462,160,15.3846153846,,59,38297.017,54081.6439,9205
12416,,,,,,,,43467,58541,210
12417,,,,,,,2,62875,73425,729
12418,,,,,,,2,49961,56116,522
12419,,,,,,,,65736.4048,77165.0176,694
12420,,,,,,,1,51000,61593,382
12421,,,,,,,,52859.9363,57442.4144,525
12422,,,,,,,1,49961,56116,343
12423,,,,,,,13,49961,56116,970
12424,,,,,,,2,42656,58063,264
12426,,,,,,,2,,,
12427,,,,,,,6,35286,43167,382
12428,1085,246,22.6728110599,284,26.1751152074,,41,42583.0955,49839.839,6704
12429,,,,,,,3,67303,84728,327
12430,,,,,,,7,45113.0981,54301.2098,1052
12431,,,,,,,6,44341.0862,58549.9464,1374
12432,,,,,,,2,54554,76378,379
12433,,,,,,,,63387,78656,509
12434,,,,,,,6,53308,57690,695
12435,,,,,,,8,47813,58208,315
12436,,,,,,,4,35286,43167,624
12438,,,,,,,,45461,53354,104
12439,,,,,,,3,43258.7435,54023.6146,302
12440,,,,,,,8,67414.4065,81921.723,2086
12441,,,,,,,3,47072.4098,57575.9688,123
12442,,,,,,,31,37162.402,46959.5216,974
12443,,,,,,,6,70824.3244,91054.8317,3880
12444,,,,,,,1,42656,58063,529
12446,,,,,,,16,54538.7289,61423.2287,4835
12448,,,,,,,,60089,90820,452
12449,,,,,,,7,51942.8028,67579.3007,3370
12450,,,,,,,1,35286,43167,200
12451,,,,,,,7,40910.1815,59778.6868,1437
12452,,,,,,,,42656,58063,216
12453,,,,,,,3,56336,72364,390
12454,,,,,,,1,43233,53489,294
12455,,,,,,1,16,45253.4862,53657.4505,2174
12456,,,,,,,1,53705,73654,586
12457,,,,,,,7,50272.0468,71756.0226,877
12458,,,,,,,7,50798.2055,59073.8751,3248
12459,,,,,,,,45882.3839,53586.8432,205
12460,,,,,,,3,49961,56116,348
12461,,,,,,,2,53553,82596,1675
12463,,,,,,,5,38445,60104,1564
12464,,,,,,,12,43467,58541,1162
12465,,,,,,,2,48275.1113,60727.1028,318
12466,,,,,,,9,62875,73425,2394
12468,,,,,,,7,44001.8969,54665.6437,1029
12469,,,,,,,1,60515.0561,66308.1527,720
12470,,,,,,,3,42083,50468,510
12471,,,,,,,1,67303,84728,234
12472,,,,,,,13,56997.2035,69160.3664,1552
12473,,,,,,,12,42083,50468,758
12474,236,64,27.1186440678,36,15.2542372881,,11,53308,57690,1174
12475,,,,,,,3,56621.6464,73342.8656,351
12477,738,168,22.7642276423,110,14.9051490515,2,73,55247.2256,71383.8404,19409
12480,,,,,,,4,43835.8203,58735.5269,601
12481,,,,,,,6,53553,82596,1503
12482,,,,,,,1,42289.2,64095.414,743
12483,,,,,,,,50209.1901,61036.6455,332
12484,,,,,,,16,81391.1138,97782.4933,2773
12485,,,,,,,23,35286,43167,780
12486,,,,,,,2,54844,70223,1663
12487,,,,,,,4,66903.1516,83707.3391,3246
12489,,,,,,,,52789.0362,61608.1951,586
12490,,,,,,,,56336,72364,95
12491,,,,,,,3,66124.7045,83057.2584,1715
12492,,,,,,,2,42656,58063,281
12493,,,,,,,3,67303,84728,498
12494,,,,,,,1,53553,82596,817
12495,,,,,,,,60089,90820,272
12496,,,,,,,34,43233,53489,1618
12498,,,,,,,27,60921.1081,86526.5604,5020
12501,612,162,26.4705882353,110,17.9738562092,2,17,46315.9604,70448.6351,2234
12502,,,,,,,5,63827.5446,88555.3737,1055
12503,,,,,,,2,59844,85130,734
12504,,,,,,,3,61250,78492,961
12506,,,,,,,1,,,
12507,,,,,,,,61250,78492,226
12508,1979,348,17.5846387064,320,16.1697827185,1,73,59869.9453,64963.148,19504
12509,,,,,,,1,,,
12510,,,,,,,1,,,
12512,,,,,,,1,70000,92060,166
12513,,,,,,,5,52857,78372,732
12514,,,,,,,1,77190.0553,101915.2313,2791
12515,,,,,,,1,57001.268,69516.944,1381
12516,,,,,,,11,68886.3005,104991.2115,1690
12517,,,,,,,1,68929,105085,421
12518,,,,,,,27,75279.845,94154.9198,5882
12520,1794,252,14.0468227425,270,15.0501672241,,20,83232.67,100218.2774,3193
12521,779,118,15.1476251605,136,17.458279846,,8,63481.7848,93115.0622,1516
12522,785,172,21.9108280255,140,17.8343949045,,17,60821.3744,74118.0238,5244
12523,,,,,,,3,55006.0214,71717.2445,1665
12524,,,,,,,95,69062.2056,78091.3846,11904
12525,,,,,,1,7,79215.8762,94264.3288,3018
12526,370,54,14.5945945946,50,13.5135135135,,5,56051.9859,76084.0043,3597
12527,,,,,,,2,65583,72945,163
12528,1141,218,19.1060473269,160,14.0227870289,1,38,61291.189,77796.6581,12373
12529,,,,,,1,13,54579.1109,92371.9679,2649
12530,,,,,,,,52857,78372,162
12531,,,,,,,10,94978.5377,107908.5863,3411
12533,,,,,,,56,95652.6481,112998.9606,22335
12534,1602,432,26.9662921348,302,18.8514357054,2,109,43949.592,61726.0233,18812
12538,2068,482,23.3075435203,422,20.4061895551,1,47,68602.497,81616.3524,14063
12540,,,,,,,26,89945.8062,106911.9623,7009
12541,,,,,,,1,,,
12542,1073,160,14.9114631873,236,21.9944082013,,19,63863.5513,78158.6447,5468
12543,,,,,,,6,67081.9416,69662.5133,3131
12545,660,124,18.7878787879,108,16.3636363636,,27,62675.7852,95788.0173,4724
12546,,,,,,2,18,57568.7491,70155.1284,3005
12547,,,,,,1,7,63343.847,77674.556,2776
12548,,,,,,,3,55703.4002,67273.2852,1492
12549,1314,282,21.4611872146,250,19.0258751903,,47,74229.7831,83233.8484,8981
12550,5536,1002,18.0997109827,1034,18.6777456647,3,243,55352.454,68517.3404,52212
12552,,,,,,,1,,,
12553,,,,,,,72,72766.5272,82683.0553,22087
12561,1522,204,13.4034165572,252,16.5571616294,1,88,63332.5152,82856.4214,16872
12563,3135,582,18.5645933014,520,16.5869218501,,23,82870.1785,96540.6555,7639
12564,983,116,11.8006103764,156,15.8697863683,1,24,74941.4472,101434.2197,6365
12565,,,,,,1,5,52857,78372,1585
12566,2133,342,16.0337552743,310,14.5335208626,1,27,77388.2319,85040.0149,10103
12567,422,72,17.0616113744,74,17.5355450237,,9,60962.0236,74748.6199,2844
12568,,,,,,,7,,,
12569,,,,,,,16,87411.5298,100171.8414,9396
12570,,,,,,,10,88126.9841,101334.4071,6362
12571,954,130,13.6268343816,162,16.9811320755,,45,72020.0069,88011.3595,11549
12572,600,96,16,72,12,2,64,67658.5015,95402.4317,9390
12574,,,,,,,3,62917,85640,196
12575,,,,,,,3,89613.7229,96766.189,2171
12577,,,,,,,5,83153.2297,94583.6059,2342
12578,,,,,,,4,85523.3737,99917.0999,2241
12580,,,,,,,4,73532.1958,96701.1982,4058
12581,,,,,,,8,67131.5086,86297.5994,2361
12582,,,,,,,5,94916.0613,115812.1451,4049
12583,,,,,,,5,64982.3703,81869.0112,2304
12584,,,,,,,5,,,
12585,,,,,,,3,82278,99885,774
12586,,,,,,1,30,65018.6471,74133.0149,11348
12589,2028,358,17.6528599606,314,15.483234714,,21,72920.6275,82497.3264,13881
12590,4193,663,15.8120677319,696,16.5990937276,,81,77749.174,87929.5372,33400
12592,,,,,,,3,45834.3692,70624.232,1286
12594,,,,,,,12,69057.5189,77504.8141,4047
12601,,,,,,1,200,47532.9475,60335.0029,42242
12602,,,,,,,1,,,
12603,7512,1408,18.743343983,1242,16.5335463259,1,118,79125.1077,90409.6264,40048
12604,,,,,,,3,78448,80617,542
12623,,,,,,,1,,,
12686,,,,,,,1,,,
12701,2029,453,22.3262690981,425,20.9462789552,1,80,33984.8491,47487.6489,11376
12719,,,,,,,12,51121.5784,68520.5596,1076
12720,,,,,,,7,55659.1947,66198.1693,214
12721,,,,,,,13,63712.1334,75558.4274,5779
12722,,,,,,,2,58125,69905,179
12723,,,,,,2,19,54345.6167,66459.2546,1893
12724,,,,,,,1,52182,55567,264
12725,,,,,,,3,29960.4448,37847.4404,170
12726,,,,,,,2,57405.2587,67130.1123,1183
12729,,,,,,,7,47321.0588,61870.9956,1949
12732,500,84,16.8,98,19.6,,7,51415.5328,69092.0632,817
12733,934,210,22.4839400428,150,16.0599571734,,12,47338.7983,56544.3968,1023
12734,,,,,,,15,40169.9907,52758.8944,840
12736,,,,,,,,59650,68640,150
12737,,,,,,,15,48011,62473,1471
12738,,,,,,,,54997.568,68203.2608,345
12740,519,120,23.1213872832,110,21.1946050096,,3,7836.2492,9621.9628,302
12741,,,,,,,1,59650,68640,304
12742,,,,,,,,40440.0552,53078.2888,209
12743,,,,,,,2,51428.176,69116.644,370
12745,,,,,,,,53498.172,65435.5015,156
12746,,,,,,,6,47337.0945,64656.3265,930
12747,,,,,,,5,45286.3377,53715.6873,1727
12748,674,206,30.5637982196,106,15.7270029674,,10,53102.9208,60491.5531,2154
12749,,,,,,,9,43952,48555,394
12750,,,,,,,2,53598,66184,199
12751,,,,,,,8,40625,51938,458
12752,,,,,,,4,57917,67388,177
12753,,,,,,,1,,,
12754,729,154,21.1248285322,144,19.7530864198,1,48,34528.9031,54670.7341,6715
12758,,,,,,,21,49840.0394,62266.7463,4142
12759,,,,,,,16,39992.4996,48027.3726,1751
12760,,,,,,,2,46657.1496,58885.8616,543
12762,,,,,,,3,48411.3776,55283.3712,435
12763,,,,,,,5,47838.0825,60014.9366,872
12764,,,,,,,19,56077.1624,66721.616,1664
12765,,,,,,,1,,,
12766,,,,,,,1,52323.1452,55814.0797,477
12767,,,,,,,,59650,68640,101
12768,,,,,,,9,31233.133,45179.6372,911
12769,,,,,,,,59519,73118,275
12770,,,,,,,2,48011,62473,274
12771,1992,470,23.59437751,328,16.4658634538,,63,49523.4706,65522.5935,13856
12775,,,,,,1,9,61901,76836,1538
12776,,,,,,,17,50437.9833,60893.8917,2166
12777,,,,,,,4,61666.8888,76562.3344,772
12778,,,,,,,1,55638,66187,694
12779,,,,,,,23,48039.4567,55968.0866,1889
12780,,,,,,,2,45682.2092,57257.4127,2255
12781,,,,,,,1,59519,73118,309
12783,,,,,,1,18,48571.0551,56786.2455,1901
12784,,,,,,,,61901,76836,58
12785,,,,,,,2,52584.9499,65062.2287,1056
12786,,,,,,,9,51984.9564,60675.2368,579
12787,,,,,,,3,48763.0944,59860.6128,345
12788,,,,,,,19,38735.8446,47808.0217,3053
12789,,,,,,,20,44265.009,53923.196,1652
12790,,,,,,1,17,59068.2638,72002.1937,4289
12791,,,,,,,2,52045.2282,55790.2978,652
12792,,,,,,,4,51523,69301,254
12801,,,,,,2,80,42849.2721,53053.8958,14370
12803,1445,270,18.6851211073,212,14.6712802768,1,33,54188.4972,61914.5183,7036
12804,2420,428,17.6859504132,386,15.9504132231,1,131,63476.2662,75103.7235,23957
12808,,,,,,,,51847.958,67263.418,335
12809,325,62,19.0769230769,34,10.4615384615,,3,61667.4823,65714.6553,3373
12810,,,,,,,,44853,61832,644
12811,,,,,,,1,40391,47583,117
12812,,,,,,,6,44135,54637,160
12814,234,50,21.3675213675,31,13.2478632479,,32,57500,66466,1519
12815,,,,,,,8,51932,67411,905
12816,481,76,15.8004158004,88,18.2952182952,2,14,51267.8526,60865.901,4634
12817,400,88,22,78,19.5,1,12,43494.968,55057.136,2146
12819,,,,,,,1,41800,52870,398
12820,,,,,,,1,,,
12821,,,,,,,6,51361,60346,2022
12822,660,180,27.2727272727,104,15.7575757576,,14,50198.9003,56411.7133,5788
12823,,,,,,,,56315.855,69184.4216,201
12824,,,,,,,11,56502.5728,67570.6112,755
12827,373,84,22.5201072386,82,21.9839142091,,11,53801.2645,62030.6182,3826
12828,1369,284,20.7450693937,226,16.5084002922,1,23,49861.8573,54971.1408,8455
12831,,,,,,1,21,69187.5726,79045.8836,14408
12832,695,194,27.9136690647,112,16.1151079137,1,19,47352.6187,54950.2787,7035
12833,,,,,,,7,56187.9411,88090.6187,4053
12834,612,118,19.2810457516,88,14.3790849673,1,25,56800.7832,69744.3141,6548
12835,,,,,,,9,45844.711,57761.4351,2647
12836,,,,,,,3,51345.9684,66788.494,697
12837,,,,,,,1,43876.941,51116.1,812
12838,302,50,16.5562913907,50,16.5562913907,,3,62500,67958,563
12839,,,,,,1,49,44140.2171,52378.567,12046
12841,,,,,,,,41800,52870,129
12842,,,,,,,11,44135,54637,1260
12843,,,,,,,,40391,47583,608
12844,,,,,,,2,51997.3816,61011.1924,236
12845,712,120,16.8539325843,114,16.0112359551,,138,58345.1624,73043.1799,4974
12846,462,110,23.8095238095,86,18.6147186147,,22,56573.57,64826.0308,3167
12847,,,,,,,14,55223.0799,66012.8026,730
12848,,,,,,,1,,,
12849,,,,,,,2,44874,52388,322
12850,,,,,,1,2,56451.5767,65113.5034,2249
12851,,,,,,,5,45583,52968,348
12852,,,,,,,8,45583,52968,481
12853,301,59,19.6013289037,48,15.9468438538,,22,41814.792,50374.6956,1655
12855,,,,,,,2,45423.9852,52863.994,282
12856,,,,,,,3,40391,47583,221
12857,,,,,,,3,45069.0881,52856.2865,496
12858,,,,,,,2,42594,51013,47
12859,,,,,,,2,59588.238,67833.2584,2009
12860,,,,,,,12,45549.4541,57547.2129,1154
12861,,,,,,,3,41800,52870,644
12862,,,,,,,,40391,47583,27
12864,,,,,,,1,44135,54637,47
12865,370,75,20.2702702703,68,18.3783783784,1,8,50658.1236,61767.3563,3562
12866,1777,226,12.7180641531,208,11.7051209904,2,344,62848.0065,79881.2305,34669
12870,,,,,,1,19,42657.3207,51183.9001,1678
12871,1282,244,19.0327613105,244,19.0327613105,,16,58493.818,70599.3832,3627
12872,,,,,,,,42594,51013,11
12873,,,,,,,,50315.872,61224.106,741
12874,,,,,,,3,51932,67411,179
12878,,,,,,,8,44853,61832,675
12883,567,108,19.0476190476,86,15.1675485009,1,32,35618.662,50078.4934,5138
12884,,,,,,,,52531.411,60402.6221,360
12885,394,102,25.8883248731,64,16.2436548223,,28,39200.9324,54355.1907,4710
12886,,,,,,,,40391,47583,389
12887,506,90,17.7865612648,118,23.3201581028,1,20,44732.7733,52257.0124,5899
12889,,,,,,,2,,,
12901,1153,223,19.3408499566,216,18.7337380746,1,175,42031.1661,51224.9813,27169
12903,,,,,,1,5,49040,52965,88
12910,,,,,,,4,41858.1814,49214.0828,2464
12911,,,,,,,2,38688,49779,35
12912,,,,,,,8,53582.6057,66408.0203,2114
12913,,,,,,,7,50310.3925,60213.4555,994
12914,,,,,,,,38618.4363,49138.7288,919
12916,586,118,20.1365187713,136,23.2081911263,,8,39771.294,50279.9673,2028
12917,,,,,,,6,42054.7735,52405.277,1334
12918,,,,,,,,55377.1774,62554.4318,2269
12919,715,158,22.0979020979,126,17.6223776224,,14,50833,59523,2995
12920,430,90,20.9302325581,60,13.9534883721,,10,43228.4753,53723.3974,2670
12921,275,38,13.8181818182,55,20,,11,54792.0095,60851.6661,2405
12922,,,,,,,1,38922,45454,61
12923,,,,,,,1,44556,51852,625
12924,494,118,23.8866396761,80,16.1943319838,,2,38688,49779,141
12926,,,,,,,5,40693.3749,51118.3631,2054
12927,,,,,,,2,38922,45454,272
12928,,,,,,,8,53369.115,62553.7555,2115
12929,644,142,22.049689441,140,21.7391304348,,5,45749.608,52922.2552,4127
12930,,,,,,,2,37518.9501,45564.0179,614
12932,200,54,27,50,25,1,11,50673.8748,59969.2816,1372
12933,,,,,,,2,44556,51852,1
