zip_code,Median,Mean,Pop
12785,52584.9499,65062.2287,1056
12786,51984.9564,60675.2368,579
12787,48763.0944,59860.6128,345
12788,38735.8446,47808.0217,3053
12789,44265.009,53923.196,1652
12790,59068.2638,72002.1937,4289
12791,52045.2282,55790.2978,652
12792,51523,69301,254
12801,42849.2721,53053.8958,14370
12803,54188.4972,61914.5183,7036
12804,63476.2662,75103.7235,23957
12808,51847.958,67263.418,335
12809,61667.4823,65714.6553,3373
12810,44853,61832,644
12811,40391,47583,117
12812,44135,54637,160
12814,57500,66466,1519
12815,51932,67411,905
12816,51267.8526,60865.901,4634
12817,43494.968,55057.136,2146
12819,41800,52870,398
12821,51361,60346,2022
12822,50198.9003,56411.7133,5788
12823,56315.855,69184.4216,201
12824,56502.5728,67570.6112,755
12827,53801.2645,62030.6182,3826
12828,49861.8573,54971.1408,8455
12831,69187.5726,79045.8836,14408
12832,47352.6187,54950.2787,7035
12833,56187.9411,88090.6187,4053
12834,56800.7832,69744.3141,6548
12835,45844.711,57761.4351,2647
12836,51345.9684,66788.494,697
12837,43876.941,51116.1,812
12838,62500,67958,563
12839,44140.2171,52378.567,12046
12841,41800,52870,129
12842,44135,54637,1260
12843,40391,47583,608
12844,51997.3816,61011.1924,236
12845,58345.1624,73043.1799,4974
12846,56573.57,64826.0308,3167
12847,55223.0799,66012.8026,730
12849,44874,52388,322
12850,56451.5767,65113.5034,2249
12851,45583,52968,348
12852,45583,52968,481
12853,41814.792,50374.6956,1655
12855,45423.9852,52863.994,282
12856,40391,47583,221
12857,45069.0881,52856.2865,496
12858,42594,51013,47
12859,59588.238,67833.2584,2009
12860,45549.4541,57547.2129,1154
12861,41800,52870,644
12862,40391,47583,27
12864,44135,54637,47
12865,50658.1236,61767.3563,3562
12866,62848.0065,79881.2305,34669
12870,42657.3207,51183.9001,1678
12871,58493.818,70599.3832,3627
12872,42594,51013,11
12873,50315.872,61224.106,741
12874,51932,67411,179
12878,44853,61832,675
12883,35618.662,50078.4934,5138
12884,52531.411,60402.6221,360
12885,39200.9324,54355.1907,4710
12886,40391,47583,389
12887,44732.7733,52257.0124,5899
12901,42031.1661,51224.9813,27169
12903,49040,52965,88
12910,41858.1814,49214.0828,2464
12911,38688,49779,35
12912,53582.6057,66408.0203,2114
12913,50310.3925,60213.4555,994
12914,38618.4363,49138.7288,919
12916,39771.294,50279.9673,2028
12917,42054.7735,52405.277,1334
12918,55377.1774,62554.4318,2269
12919,50833,59523,2995
12920,43228.4753,53723.3974,2670
12921,54792.0095,60851.6661,2405
12922,38922,45454,61
12923,44556,51852,625
12924,38688,49779,141
12926,40693.3749,51118.3631,2054
12927,38922,45454,272
12928,53369.115,62553.7555,2115
12929,45749.608,52922.2552,4127
12930,37518.9501,45564.0179,614
12932,50673.8748,59969.2816,1372
12933,44556,51852,1
12934,44556,51852,1028
12935,43206.1956,50595.2469,1852
12936,47661.9861,62895.0712,618
12937,38559,49133,1529
12939,53875,59038,167
12941,51623,73493,1286
12942,51438,59227,611
12943,51438,59227,450
12944,18526.8412,23833.6389,1951
12945,39164.3433,54152.8266,669
12946,46442.8636,63866.6943,5079
12950,47625,62931,710
12952,46628.668,53710.4692,600
12953,41765.0419,54784.5839,16245
12955,44836.7221,52544.609,390
12956,40169,51922,1495
12957,39957.1344,50681.0569,1626
12958,40944,48489,1806
12959,40944,48489,1344
12960,40169,51922,1141
12961,40169,51922,101
12962,57225.8591,66174.0247,5499
12964,51438,59227,188
12965,41528,49438,465
12966,40073.6511,50818.6484,2853
12967,41502.6872,49435.3606,1035
12969,47227,58442,451
12970,53513.774,58736.7894,1237
12972,52343.8144,65714.6988,5688
12973,38922,45454,146
12974,40169,51922,1523
12976,53875,59038,238
12977,44737.8372,61961.7561,2197
12978,56516,62576,416
12979,50833,59523,2362
12980,37956.0082,45855.2524,1385
12981,56505.9642,62562.5556,2369
12983,44645.9752,57852.1192,6975
12985,54980.8824,66233.4188,1056
12986,47140.9534,56160.448,6326
12987,51568.2873,73059.9044,152
12989,53875,59038,1074
12992,61376.9522,64433.2505,4586
12993,50337.0093,59414.9525,1719
12996,45105.1835,55563.0759,1955
12997,49960,60329,1128
12998,40169,51922,532
13020,68947,81348,132
13021,45134.8238,56598.4731,40004
13024,28147,35097,1707
13026,54743.0176,64285.5152,1874
13027,65388.1076,77621.8772,29215
13028,48667.4733,58632.4429,1394
13029,65746.9848,72814.5812,5704
13030,55318.8262,66129.0073,3963
13031,61986.0883,74707.793,15105
13032,49862.715,58703.2564,11983
13033,50343.8866,59206.1356,3957
13034,55034.3175,64870.6465,2038
13035,68721.6912,90936.03,8013
13036,49542.3875,60816.3395,8510
13037,57806.7323,64985.5906,8710
13039,72495.8348,79782.7879,14777
13040,47118.7313,58560.8283,2754
13041,77707.0571,81201.5783,9758
13042,50754.576,59195.84,2383
13044,48772.8705,58780.9724,2630
13045,43715.3431,55389.9816,28939
13051,88438,106386,155
13052,47993.576,56857.8831,1677
13053,61019.6171,67924.5032,4239
13054,52631,61232,1558
13057,52353.1043,63144.9794,14986
13060,65452.2723,69366.4943,2913
13061,54998.3534,66072.6096,1069
13062,64375,90094,181
13063,77096.1871,91816.3878,1887
13064,45500,51666,106
13066,80706.58,112209.6967,12290
13068,57048.4997,67332.0688,5463
13069,41521.9068,53927.8565,25186
13071,54130,63455,1048
13072,47520.1201,56156.2955,1158
13073,56655.8182,69792.7824,6322
13074,40712.4187,49143.6567,4704
13076,56596,65285,2148
13077,56566.1783,65709.6508,6786
13078,81789.4591,105196.9221,8291
13080,61588.3956,65991.0832,3687
13081,54130,63455,1101
13082,57000.1557,68578.6364,4931
13083,31286.4563,41268.4354,1273
13084,65524.7703,73562.4066,4338
13087,50448,63697,145
13088,50364.3172,59696.0969,21965
13090,67537.2817,77123.5565,30795
13092,54161.8702,64360.3788,2553
13101,50953.8796,61849.705,2457
13102,54483,60680,98
13103,51488.116,58676.636,325
13104,85107.2236,111193.3473,14502
13108,62228.1488,74338.762,6133
13110,63868.9889,73672.4735,2413
13111,45145.8022,51816.05,1738
13112,67888.4195,78236.45,1951
13113,52324,61656,322
13114,49304.7204,58220.0933,6487
13115,63611,88824,249
13116,65356,66750,3351
13117,53255,59620,235
13118,54912.7921,64139.138,6646
13120,31029.3375,34600.3448,1962
13122,73235.881,98671.4632,994
13123,52761,59594,339
13124,47591,58419,135
13126,46877.245,58351.2038,36649
13131,47507.3843,56396.6199,4001
13132,52344.249,62622.4513,4313
13134,52194,62184,118
13135,52952.2814,66008.3831,6507
13136,47591,58419,529
13138,88438,106386,44
13140,46281.0491,55091.9692,4652
13141,55740.064,71462.1709,680
13142,43949.7258,56712.1561,6553
13143,42889.8522,52666.8476,3315
13144,16584.9403,18921.3755,541
13145,44201,58535,1857
13146,46399.1331,54038.9129,2601
13147,59678.2882,70971.8114,1194
13148,47507.9327,57773.0528,10808
13152,75255.6003,113554.7154,8068
13153,65197,90450,359
13155,47591,58419,613
13156,45375.88,51760.263,2273
13157,52761,59594,913
13158,47785.3585,59478.7695,1937
13159,65006.348,80579.5753,5317
13160,56086.7476,66564.4542,1920
13162,52631,61232,448
13163,59250,61267,334
13164,70875.519,79325.1858,1492
13165,46563.1133,54380.8467,10840
13166,49302.593,59112.0643,5992
13167,49800.798,56718.1,3399
13202,14319.4118,23180.9793,5360
13203,29509.1185,41040.1778,15250
13204,25653.2377,32884.738,20508
13205,29466.392,38434.8957,19967
13206,41094.5207,48458.9092,16681
13207,42721.7769,53001.2875,14811
13208,29887.9764,39943.0941,21502
13209,47372.4493,57348.0676,13433
13210,23758.9726,37457.6332,27631
13211,43048.4606,51941.911,6460
13212,53847.9571,63131.8679,21246
13214,64410.9234,84322.0771,9101
13215,71865.4606,89392.0895,14187
13219,59600.802,68272.8602,15773
13224,57498.0416,73751.8012,8993
13301,45499.8636,55176.0256,119
13302,28337.0907,33696.5939,974
13303,56927.7468,65853.5524,1248
13304,67170.8832,75864.7199,1762
13305,43906,51869,268
13308,52157.4328,58781.131,3708
13309,45956.6245,55725.4378,5981
13310,52314.788,63357.762,541
13312,35694.968,48498.9677,373
13313,42760,52064,630
13314,40588,51113,324
13315,46975.3287,55687.6431,1379
13316,48718.7999,55842.3171,6648
13317,49256.1404,55331.6601,3862
13318,47563.396,57094.198,1405
13319,68210.3891,94009.714,874
13320,12567.1764,15408.2265,550
13321,48666.124,79323.3854,1202
13322,56312.6845,66039.4965,1127
13323,58076.9272,77938.397,10653
13324,49447.251,57988.1132,1971
13325,41719,49516,976
13326,30550.0868,42555.0105,3371
13327,10247.6604,12106.2246,495
13328,54729.055,66778.9229,1210
13329,42081.3462,49478.7638,3744
13331,44767,56310,271
13332,47787.492,58880.0604,2344
13334,53327.0496,63402.6904,1315
13335,48221,56849,1545
13337,54158,75165,833
13338,46148.8151,50016.2024,1231
13339,41769.4186,53863.002,6681
13340,44686.9043,53149.1656,7976
13341,65449.5845,82338.8216,86
13342,48221,56849,149
13343,41786.1946,56072.2457,1687
13345,36344.848,49606.6122,205
13346,50724.0032,69009.1239,5791
13348,44838.4245,60826.3452,1447
13350,33415.5712,44389.2235,9869
13352,68897,77395,79
13353,44048,69704,151
13354,63653.2781,71824.8593,3264
13355,46006.582,57525.6998,810
13357,46031.6577,53832.9454,11535
13360,55473,66328,407
13361,42152.341,50594.479,743
13362,51696,62608,24
13363,52254.5659,57125.4166,2631
13364,40588,51113,298
13365,41326.9952,53518.6345,8977
13367,40890.663,52049.383,7887
13368,38612.5828,48296.6161,1184
13402,48335.8046,60206.285,1511
13403,60111.8347,69489.7261,7460
13404,44702,53968,179
13406,49327,57188,806
13407,41704.7806,51032.4373,5505
13408,54198.918,64640.719,3793
13409,52459.5022,62693.0004,2355
13410,40929,50323,185
13411,45388.9712,60866.0345,3358
13413,60096.7537,80743.1518,15990
13415,48221,56849,99
13416,49320.532,57168.456,2128
13417,41780,50437,3196
13418,40588,51113,255
13420,44767,56310,1383
13421,46963.2735,57801.9096,13513
13424,1809.6688,2044.7178,75
13425,51434.5326,62382.2401,1970
13428,40929,50323,1646
13431,49871.6465,58167.8115,1945
13433,38452.1063,48176.2399,1772
13435,68897,77395,317
13436,55473,66328,126
13437,4376.3231,5194.2284,54
13438,53037.7004,61820.7714,3960
13439,42446.711,51626.8497,3690
13440,48745.6095,56638.6601,44190
13441,6191.1586,7137.7306,4
13450,12308.0908,15044.955,32
13452,37346.0391,44337.3589,4548
13454,49375,55773,822
13456,59809.1272,72143.7377,4206
13459,1574.5427,1766.5644,68
13460,46640.4903,60400.8096,4440
13461,61649.3383,65732.9598,3152
13464,47399.273,59446.89,1288
13469,62267.1306,71247.6038,781
13470,42683.3976,49121.1513,763
13471,42165.8464,51405.0716,3478
13472,44767,56310,241
13473,42157.2027,50169.9988,810
13475,45943,57380,17
13476,53339.7671,65422.7361,3037
13477,51523.3559,64022.2534,1329
13478,53220.7548,61602.1368,3331
13480,50139.1917,59962.8516,3626
13483,45414.2232,53737.8068,225
13484,54648,65191,200
13485,42448.3999,52735.1227,1179
13486,58327.2725,68319.925,885
13488,45772,55950,134
13489,42287.0044,50159.8528,680
13490,65096,73551,1571
13491,47522.8264,56762.3367,3752
13492,61500.0219,71516.7556,11500
13493,23571.708,28029.916,1105
13494,46250,49446,389
13495,38314.912,47229.3648,2253
13501,32333.5307,44171.5094,35933
13502,41948.4215,48462.797,33124
13601,43348.9995,53387.9514,37131
13602,35766.9663,37862.8947,4456
13603,35812.5624,39600.3656,7653
13605,53015.1404,64109.0668,4430
13606,55470.8335,64405.0826,2597
13607,41638.5094,53303.1457,2074
13608,45192.2153,53873.3823,1712
13612,48618.132,63132.206,2668
13613,39290.796,49273.1087,2518
13614,46528,61947,272
13615,61382,61731,1159
13616,44791.2057,54874.7823,2261
13617,23376.6927,25221.8924,4743
13618,50733.5624,64372.4642,3071
13619,42093.7801,52943.0658,10778
13620,42526.06,50843.2798,2134
13621,50358.9715,61137.4006,671
13622,51866.3492,64917.7796,2246
13623,44395,55568,28
13624,49803.8012,61628.3921,4462
13625,49187,56181,1940
13626,46771.6721,57978.4477,2294
13628,39787,51593,228
13630,40505.6946,48081.3599,1297
13633,43273.8952,53545.5208,333
13634,53875.8413,60896.6839,3753
13635,44205.6901,49271.8288,1143
13636,41908,51553,301
13637,41278.4336,56120.5616,3851
13638,48696,63296,347
13639,38922,45454,285
13640,43265.9992,54954.4876,285
13641,49783,61567,79
13642,43269.3961,51885.2435,10301
13643,43950,53267,35
13646,45238.4303,58086.4535,2228
13647,49187,56181,7
13648,34173.4467,39345.2058,1826
13650,47760.5198,62278.4276,1396
13651,50750,67757,124
13652,39069.1389,45414.1318,1613
13654,47853.4518,57095.3904,2424
13655,43334.1172,47498.8294,2990
13656,46113.0454,56952.5516,2521
13658,45114.8484,56229.4208,2379
13659,45829.885,56049.008,603
13660,46167.09,56425.8965,1972
13661,41944.6649,51779.33,1666
13662,41520.8756,50644.4634,16686
13664,46528,61947,460
13665,41069.6566,51678.9464,819
13666,38922,45454,270
13667,39116.4413,55042.4773,3373
13668,42071.1872,55110.7576,3306
13669,39234.5999,48613.801,17597
13670,38922,45454,499
13672,48104.0174,55227.5398,474
13673,41289.4796,56036.9664,2389
13674,41908,51553,137
13675,40981,52636,105
13676,32176.6925,45573.8716,16585
13678,37224,53909,154
13679,42648.8669,53234.5465,1726
13680,49695.4103,55729.1756,1263
13681,42302.6525,51021.0215,792
13682,60211.9017,72497.5192,861
13684,43707.1707,48959.0129,1021
13685,52860.7923,60774.5989,2118
13687,49187,56181,466
13690,38922,45454,957
13691,44593.0831,53600.1071,2671
13692,49783,61567,37
13693,51531,66726,418
13694,46404,56444,1415
13695,38922,45454,33
13696,39140,49189,84
13697,39399.3368,49216.0414,2137
13730,40727.0264,50235.6744,2782
13731,37628.8016,56273.5888,1180
13732,68091.6185,77228.28,8485
13733,45376.6642,53799.8393,5377
13734,45345.6565,53314.7632,2256
13736,49364.7017,57229.1345,2270
13739,45128.156,51905.384,852
13740,840.775,1021.9768,10
13743,49206.5286,57973.7792,3708
13744,57534.0203,69928.6926,1191
13746,49412.9607,60101.3086,2465
13748,52546,61390,4141
13750,48711.9634,53170.3948,1075
13751,48271,52042,175
13752,42048.4717,57813.8073,754
13753,40380.026,48596.4374,4450
13754,39120.8768,49321.9276,3410
13755,41804,47224,1200
13756,36826.9398,51410.8595,610
13757,49975.3507,56403.3154,1072
13760,51401.9884,62435.1857,44106
13774,36743,51443,252
13775,49692.8948,58831.5527,1811
13776,45958,55833,469
13777,51003.033,57374.2991,770
13778,46606.4465,55913.2787,6100
13780,47021.4919,53269.7721,1045
13782,39140.6793,55535.5221,775
13783,36908.4296,50877.9425,2633
13784,54745,64600,175
13786,48358.8964,52266.9208,477
13787,49476.5495,54856.9944,3672
13788,5062.178,5648.492,92
13790,41871.9246,50875.42,19409
13794,46793,59469,105
13795,50905.1258,62163.9746,3755
13796,6373.0146,7697.667,165
13797,47320.3213,58803.5439,2214
13801,47579.5736,58148.152,1399
13802,52410.888,59296.5968,721
13803,49013.0861,60089.9593,4064
13804,37775,47918,423
13806,50740,58360,150
13807,43976.0706,57635.1479,1403
13808,45998.9603,55851.3896,1768
13809,46324.9271,51573.2363,1675
13810,29718.9435,36107.1984,788
13811,49222.8944,56637.4217,4495
13812,44466,52460,2392
13813,47681.3027,53835.6516,1017
13815,37837.6009,52863.734,14100
13820,34281.8822,46674.5352,17871
13825,4224.5454,5290.9144,326
13826,47246,58082,77
13827,53974.7838,64527.0034,11896
13830,47180.2251,55316.1649,5022
13832,47306.0556,58066.4592,718
13833,46988.704,55950.7,4427
13834,44806,56152,174
13835,49550.1632,58660.0993,1482
13838,41935.1339,55832.645,4542
13839,40776.0277,53227.8676,1485
13841,47874.3233,57399.7941,543
13842,35741.256,41108.784,355
13843,44739.5888,59219.788,1963
13844,47302.9224,57510.9344,900
13845,44466,52460,85
13846,50778.6466,59128.219,244
13847,37775,47918,58
13849,44817.0838,50721.6277,4755
13850,63875.8524,81752.5907,21791
13856,39563.3205,51128.8347,6598
13859,45900,49530,190
13860,48271,52042,95
13861,32391.268,40845.056,322
13862,47792.9237,59334.5216,4403
13863,46828,58236,675
13864,50232.6288,59891.4544,1155
13865,46996.2644,57745.0765,6511
13901,43719.2092,56750.6606,20038
13902,78247,82933,4900
13903,46183.163,63025.0132,19198
13904,41446.8002,52094.7363,9535
13905,36817.0077,50337.9267,27737
14001,54057.2098,60903.4058,9287
14004,42247.1422,50691.0672,9307
14005,56689.0944,63719.3264,1874
14006,54349.8087,63355.7966,10775
14008,49825.6846,60968.7352,1506
14009,46902.5594,56627.663,5758
14011,53940.2327,60025.9849,8105
14012,47925.7514,55018.58,2537
14013,43661.9966,50549.1404,1785
14020,41262.1154,55158.1442,23194
14024,45702.5145,52530.1064,1730
14025,62468.8644,72057.5814,2966
14026,83709,88525,653
14028,52950.767,65586.5282,1590
14030,54155.5086,71413.1208,1521
14031,68540.4248,97144.7419,8935
14032,84415.2113,100260.6799,5397
14033,65752.6534,77371.0731,2190
14034,46038.9968,51327.5538,4523
14035,52792,56780,108
14036,51534.4784,59546.2152,5334
14037,53047.2116,58261.7406,1032
14039,57917,67976,117
14040,57135.3542,63967.7736,2159
14041,45649.5516,55206.1252,183
14042,41954.4377,49874.5156,4159
14043,50187.1983,58351.828,26663
14047,62216.7892,74875.7666,6803
14048,36106.318,45656.4906,15963
14051,100528.2934,126571.0635,18115
14052,56012.6323,76959.3462,15120
14054,60754.3398,67223.1093,1339
14055,54056.4276,69985.789,1640
14057,62804.579,75158.909,8440
14058,51763.5585,59424.2868,2319
14059,71080.2048,86726.576,8670
14060,47214.8144,54169.0406,498
14061,54688,60773,304
14062,46478.6816,52862.2384,3443
14063,42016.4017,52897.14,14422
14065,47789.3392,54860.8008,1884
14066,46001.0432,52085.236,1358
14067,51793.1577,67957.0016,5305
14068,74113.2835,88834.8561,5723
14069,59608.5509,71157.43,928
14070,39445.837,49717.9353,6802
14072,77732.665,87554.447,18623
14075,65165.5854,73463.5095,41797
14080,63094.4254,69933.8958,4493
14081,46471.5413,62256.9081,3055
14082,57557,67469,498
14085,81211.7433,98598.2522,5723
14086,67558.9167,74727.1503,28889
14091,47309.2428,65995.9128,1165
14092,58574.0519,74822.7797,11138
14094,50984.7902,60438.5366,50641
14098,44836.373,53987.1313,2925
14101,40939.2919,48305.6682,2059
14103,40440.1527,51996.1906,11494
14105,45749.4372,58742.5539,4628
14108,49985.9842,60620.3558,5971
14109,48571,61663,1347
14111,49745.1152,65753.3498,3204
14112,68065.656,78580.013,85
14113,56137.6959,65289.3985,752
14120,52521.9828,61821.8595,43140
14125,51146.1583,59012.2201,3818
14126,53145,66096,510
14127,80903.745,95588.9758,28362
14129,43914.907,53432.043,1756
14130,45726,52728,275
14131,56256.7358,70088.6264,5277
14132,62958.7891,70585.8,5900
14134,56901,76613,101
14135,56887,61886,163
14136,47118.6557,55837.2267,5322
14138,45836.1684,53080.5198,2012
14139,54570.0549,72872.987,2167
14141,44354.8202,55378.4476,7781
14143,61088.0076,70491.4956,1190
14145,55205.9671,62849.0244,1795
14150,46637.961,55918.9398,44756
14167,54813.835,62032.6616,1707
14168,45646,56132,42
14169,50064,63359,81
14170,76016.978,101035.615,2276
14171,46073.7431,51009.2284,2117
14172,54185.7108,71522.3956,3182
14173,39583,48099,431
14174,62903.9912,81799.6924,5757
14201,20512.0444,32141.5668,13553
14202,26963.1886,55346.2145,4027
14203,20209.3618,39079.7398,1184
14204,18371.2621,31729.1248,9977
14206,33847.139,39887.286,22991
14207,26252.6505,36886.884,22986
14208,25205.8756,34093.6815,13349
14209,35969.342,57523.0439,8205
14210,31852.6227,40283.6257,16623
14211,24889.0749,34463.5213,29664
14212,24113.3848,32090.5989,15343
14213,19121.1644,29622.0211,23309
14214,35783.9586,47071.8842,18126
14215,28968.3116,36217.8795,39927
14216,47453.4987,64983.6629,23633
14217,46301.0361,57787.5528,24765
14218,31054.0687,38644.3517,18095
14219,43442.1509,52208.3178,12437
14220,44893.0307,53325.2183,26426
14221,74419.0544,94049.9879,51623
14222,29682.932,48181.595,11213
14223,53892.7168,62646.2534,23796
14224,54837.8158,64735.3173,40653
14225,45633.9956,52981.0936,35048
14226,57540.2584,72780.9031,29349
14227,50837.5614,57979.5478,24689
14228,43244.6646,55498.6418,16422
14301,23498.121,35599.9793,14247
14302,22750,35097,120
14303,26197.5235,37794.1312,6926
14304,45605.3333,54011.7065,30838
14305,24090.2852,32599.04,15249
14411,46471.9342,53135.2722,14421
14414,56635.7595,67555.2034,6445
14415,40055.453,55792.908,116
14416,58968.874,65843.8947,3872
14418,46203.8058,54291.4674,1306
14420,51718.7318,62326.5864,19580
14422,58573.3052,65376.9808,2567
14423,52055.906,60429.864,4992
14424,53452.7664,68369.4315,24767
14425,59629.5987,66974.7974,9486
14427,49379.4003,56202.4758,2013
14428,65993.112,72038.8916,7527
14432,54965.8662,61405.6278,6018
14433,43377.2298,52040.6662,4809
14435,7800.6674,9056.3197,380
14437,44690.8191,53688.2502,12172
14441,46691,69147,331
14445,51753.8748,65184.3764,8075
14450,77142.0913,93788.3481,40834
14454,42502.8246,49710.6993,10239
14456,46566.6319,59898.667,20413
14462,57318.0568,66960.7728,643
14464,59286.564,64166.0578,7810
14466,50427.7392,64345.593,1672
14467,65833.6998,75563.9693,8857
14468,65059.1789,72771.774,16741
14469,59238.0369,81425.0166,6280
14470,53517.1472,61157.4635,9074
14471,45941.8917,62574.6405,2671
14472,85758.0245,105814.6081,7829
14475,60714,83637,223
14476,63277.8853,67494.8523,2368
14477,63358.2067,67076.9613,1737
14478,61485.3181,79710.6565,1399
14479,45134,57390,112
14480,59568,69219,667
14481,57384,67069,1912
14482,52826.3991,63329.3575,8557
14485,55558.818,64598.9349,4579
14486,45500,55092,286
14487,58383.9384,68563.5615,5858
14489,41530.8941,49220.8504,7432
14502,61722.1155,75056.501,9414
14504,46702,53635,1443
14505,55171.6162,62979.5948,5598
14506,112691,138538,1289
14507,45769,53671,1324
14510,47873.4989,54813.5438,5013
14511,61462,68537,568
14512,47520.5323,60517.6328,4659
14513,46262.6336,52972.7387,14569
14514,57692.2456,64299.1922,4403
14516,51302.2077,59001.4044,2525
14517,44513.7156,53633.1056,2850
14519,67229.611,74777.7559,10843
14521,44827.348,54300.82,2955
14522,52819.0286,58950.3566,9089
14525,59241.5572,66985.7315,2898
14526,73105.7825,88163.6055,19584
14527,46598.2154,60798.7122,12817
14529,42057,54757,13
14530,46591.9058,50285.007,7595
14532,64563.2076,72669.7888,4286
14533,45775.6081,55372.1688,2007
14534,93605.3006,125187.9698,29833
14536,45321.713,52161.408,674
14537,51406,57507,191
14539,45500,55092,158
14541,54907.74,63856.2014,2036
14542,51019,58978,75
14543,80051.4291,92744.1128,3197
14544,50490.0494,59118.7126,1990
14545,52066,58341,162
14546,61562.1402,68339.3181,4940
14548,49607.8877,56310.0439,4139
14549,50167,57022,60
14550,46373.8932,52420.3146,1584
14551,46867.1473,54741.3027,5725
14555,56068.8795,62769.9813,1279
14559,66915.0462,80313.6249,16342
14560,20187.2664,27496.1718,931
14561,57105.437,66239.0846,2953
14564,62070.9505,80848.3125,7496
14568,70392.6585,73527.3766,6138
14569,44502.6718,53058.1519,6528
14571,54538.3618,60975.323,1222
14572,35045.4077,45096.3,4334
14580,72609.1124,85796.3884,43542
14585,60714,83637,7
14586,61214.5911,64758.89,6687
14588,47386.5188,56724.042,605
14589,52125.2395,65605.6053,7728
14590,44267.2641,54587.4291,5505
14591,57423.7818,67032.4711,1802
14592,45500,55092,80
14604,11709,27226,1665
14605,18460.6986,27137.6043,14505
14606,39513.5223,46854.4182,29186
14607,35417.0799,54719.9331,16210
14608,21867.9282,31270.569,12934
14609,40070.3101,47778.7407,43372
14610,61794.2569,91304.2324,14572
14611,26261.0155,33282.2729,18809
14612,57826.7151,65560.269,34351
14613,30633.9615,38712.1693,14613
14614,11709,27226,915
14615,39100.8616,48941.2717,16481
14616,49117.5649,55255.8038,28383
14617,58468.9871,72867.6883,22909
14618,72476.0283,102147.0884,22006
14619,42324.5636,47125.2948,15169
14620,28441.9634,37256.9999,18758
14621,25180.7707,33352.6523,36144
14622,51655.4678,63225.8975,12276
14623,50352.1351,57803.1126,26970
14624,62451.9961,70777.1962,37935
14625,70491.0473,80870.3181,11226
14626,58266.2079,69462.801,29012
14701,35339.642,43753.0809,38250
14706,46810.2502,54896.6074,6441
14707,40974,46175,225
14708,40499.2246,47067.217,149
14709,39411.2805,48125.0239,1471
14710,45337.9175,57935.2973,3812
14711,42250.272,53364.5942,1775
14712,44863.386,62255.8905,3400
14714,42654,54983,501
14715,40536.9726,49481.5658,2913
14716,39364.152,52769.328,3645
14717,42481.5655,53572.1223,731
14718,47124.0834,55172.5214,2362
14719,45467.667,51950.1045,3626
14720,48955,62999,763
14721,40497,49784,216
14722,46855,54873,206
14723,46668.2415,53445.9573,1335
14724,40324.0956,48260.3196,2464
14726,45362.0486,51804.9238,2046
14727,41515.5754,53281.0412,5540
14728,47556.3312,55721.9289,1115
14729,46289.4432,50830.5705,967
14731,41724.8381,54293.2438,1720
14732,45338,50275,181
14733,46087.0301,51036.2247,4078
14735,43227.8505,50423.9406,2660
14736,43143,49185,320
14737,42067.2501,47492.4842,4297
14738,51284.001,58901.713,3811
14739,39179.1966,49634.1453,2947
14740,42448.1928,53514.7227,1576
14741,42839.0036,51185.0724,2009
14742,45790,64153,275
14743,47252.9824,54817.8162,1834
14744,43945,50232,2201
14747,45277.9391,50256.0703,2375
14748,24777.2784,29099.4752,389
14750,44354.3947,65405.7218,4545
14752,44219,55662,196
14753,41876.5991,49402.6154,1206
14754,40497,49784,680
14755,43625.241,50624.4686,2976
14756,45790,64153,108
14757,46892.7452,55069.2975,3628
14760,41749.0009,51218.526,20350
14767,43148.6088,53500.3335,2045
14769,39325,52746,1040
14770,43526.4822,51762.7356,3101
14772,44367.3384,49861.8768,4228
14774,40497,49784,134
14775,42869.1264,49128.372,2721
14777,42817.957,54379.623,732
14778,42049,49606,1124
14779,7392.9098,9544.2212,1297
14781,41193.705,49415.433,2144
14782,45415.3642,54360.7805,2424
14783,14350.574,16110.304,114
14784,48430.928,55926.1086,1023
14787,34885.573,47829.6483,5529
14788,44643,52492,145
14801,43882.1729,49427.5084,5372
14802,45634,58595,3902
14803,45056.8549,56752.812,1270
14804,30778.9833,39438.4261,1040
14805,44529.1465,52255.1962,1213
14806,43282.7692,50880.8935,2375
14807,37758.145,47116.3965,2523
14808,49028,57449,628
14809,45277.0562,51889.1892,2582
14810,38763.3953,50946.4811,12316
14812,46479.7434,55756.0429,3823
14813,38377.2005,48179.7094,2476
14814,68009.4674,88766.0136,1864
14815,46594.0136,56073.2635,936
14816,64802.5775,74724.6465,466
14817,53621.6227,65379.4622,2127
14818,54382,61912,1756
14819,45237.4967,49778.0845,797
14820,44689.8868,48914.4595,765
14821,45094.7373,55645.8168,3346
14822,2557.852,2938.5195,67
14823,49293.2501,55173.2168,3929
14824,44839.2936,53829.6806,706
14825,50321,56190,929
14826,48288.5078,56829.8635,2260
14827,52176,81436,175
14830,44721.8389,59922.8888,19504
14836,39407.7924,47979.1744,903
14837,47048.3557,63807.7977,5364
14838,47781.3599,55900.7387,2083
14839,39157,47956,818
14840,49200.5356,60076.2401,3348
14841,53086.5058,60808.5262,909
14842,46922.2328,68532.0312,918
14843,38968.8127,49035.462,13368
14845,55275.4023,68490.1346,20134
14846,42869.4964,52197.3258,775
14847,42784.8976,58082.8408,2375
14850,51505.0165,65782.7637,62786
14853,136766.2705,249059.1316,173
14854,62857,76627,15
14855,39639.5281,48164.9881,894
14856,38714,51208,159
14858,51029.5488,60014.7312,1558
14859,48239.0771,55546.9468,1074
