13158,10
13159,20
13160,16
13162,5
13163,5
13164,5
13165,57
13166,19
13167,4
13201,2
13202,102
13203,45
13204,122
13205,64
13206,72
13207,25
13208,89
13209,53
13210,92
13211,31
13212,87
13214,61
13215,29
13217,1
13219,58
13221,1
13224,35
13244,59
13290,16
13301,2
13302,4
13303,2
13304,9
13305,4
13308,6
13309,26
13310,2
13312,4
13313,3
13314,4
13316,25
13317,15
13318,1
13319,5
13320,10
13321,4
13322,6
13323,49
13324,5
13325,3
13326,53
13327,13
13328,3
13329,16
13331,10
13332,7
13333,2
13334,3
13335,5
13337,1
13338,13
13339,17
13340,23
13342,1
13343,6
13345,2
13346,43
13348,3
13350,61
13354,7
13355,3
13356,1
13357,35
13360,11
13363,3
13364,1
13365,49
13367,51
13368,9
13401,1
13402,7
13403,18
13406,3
13407,12
13408,16
13409,5
13411,18
13413,110
13414,1
13416,8
13417,14
13418,2
13420,54
13421,60
13424,15
13425,5
13426,3
13428,8
13429,1
13431,7
13433,2
13434,1
13435,2
13436,8
13437,6
13438,9
13439,16
13440,165
13441,6
13450,2
13452,10
13454,1
13455,1
13456,8
13459,9
13460,12
13461,13
13468,2
13469,3
13471,10
13472,8
13473,7
13475,3
13476,23
13478,16
13479,6
13480,15
13485,1
13486,3
13489,3
13490,14
13491,15
13492,33
13493,7
13494,5
13495,21
13501,149
13502,154
13504,1
13601,219
13605,24
13606,4
13607,37
13608,3
13609,2
13611,4
13612,6
13613,8
13614,1
13615,5
13616,3
13617,47
13618,14
13619,36
13620,1
13621,1
13622,10
13624,33
13625,4
13626,6
13630,6
13631,1
13632,2
13634,9
13635,3
13637,22
13638,1
13640,5
13641,1
13642,31
13643,3
13646,5
13647,1
13648,12
13649,1
13650,5
13651,3
13652,1
13654,4
13655,2
13656,6
13657,2
13658,2
13659,1
13660,5
13661,4
13662,69
13664,4
13665,1
13667,4
13668,8
13669,50
13670,2
13672,4
13673,8
13674,2
13676,59
13678,1
13679,5
13680,1
13684,5
13685,18
13687,2
13690,6
13691,7
13692,2
13693,3
13694,6
13695,3
13697,4
13699,1
13730,13
13731,5
13732,24
13733,18
13736,2
13739,1
13740,2
13743,14
13745,2
13746,6
13747,1
13748,19
13750,3
13751,1
13752,1
13753,37
13754,24
13755,4
13756,2
13757,1
13758,1
13760,196
13774,1
13775,5
13776,3
13777,2
13778,21
13780,4
13782,1
13783,21
13784,1
13787,10
13788,3
13790,88
13795,10
13796,2
13797,8
13801,5
13802,6
13803,15
13804,2
13807,14
13808,5
13809,3
13810,1
13811,12
13812,14
13813,1
13814,1
13815,56
13820,122
13825,6
13827,77
13830,14
13832,1
13833,5
13835,4
13838,29
13839,4
13841,3
13842,4
13845,5
13847,1
13849,8
13850,129
13856,21
13860,1
13861,1
13862,25
13863,1
13864,1
13865,22
13901,115
13902,15
13903,48
13904,41
13905,129
14001,5
14003,1
14005,8
14008,4
14009,19
14011,18
14012,13
14020,119
14024,7
14028,6
14036,14
14037,3
14040,40
14042,14
14048,84
14054,1
14056,1
14058,5
14062,6
14063,53
14065,3
14066,6
14067,27
14070,11
14081,14
14082,2
14092,59
14094,224
14095,2
14098,14
14101,6
14103,55
14105,29
14108,26
14109,4
14120,155
14121,1
14125,10
14126,13
14129,2
14130,4
14131,18
14132,34
14133,1
14135,2
14136,11
14138,9
14143,7
14144,2
14145,4
14167,8
14171,4
14172,22
14173,15
14174,29
14301,68
14303,69
14304,169
14305,74
14411,57
14413,2
14414,33
14416,12
14418,2
14420,68
14422,3
14423,11
14424,117
14425,30
14427,6
14428,21
14429,2
14432,19
14433,15
14435,3
14437,42
14441,4
14443,2
14445,23
14450,84
14454,49
14456,104
14461,2
14463,1
14464,9
14466,2
14467,25
14468,29
14469,10
14470,22
14471,12
14472,18
14476,9
14477,4
14478,3
14479,1
14480,11
14481,6
14482,30
14485,11
14487,13
14489,29
14502,23
14504,5
14505,5
14506,10
14507,1
14510,28
14511,7
14512,25
14513,52
14514,8
14515,1
14516,5
14517,9
14519,26
14520,2
14521,24
14522,25
14525,10
14526,47
14527,68
14530,24
14532,16
14533,5
14534,51
14536,3
14538,1
14539,3
14541,19
14542,1
14543,9
14544,6
14545,1
14546,20
14548,9
14549,3
14550,3
14551,21
14555,13
14556,1
14559,52
14560,3
14561,2
14564,92
14568,10
14569,25
14571,3
14572,14
14580,137
14586,11
14588,2
14589,21
14590,25
14591,6
14592,1
14603,1
14604,62
14605,69
14606,60
14607,127
14608,66
14609,82
14610,32
14611,41
14612,68
14613,25
14614,36
14615,50
14616,46
14617,40
14618,84
14619,11
14620,76
14621,120
14622,43
14623,173
14624,124
14625,27
14626,68
14627,13
14642,3
14646,1
14650,1
14701,160
14702,1
14706,27
14709,7
14710,3
14711,13
14712,20
14715,12
14716,8
14717,2
14718,10
14719,7
14720,3
14722,14
14723,6
14724,12
14726,1
14727,21
14728,2
14729,3
14730,5
14731,36
14732,2
14733,17
14735,4
14736,7
14737,21
14738,16
14739,8
14740,1
14741,3
14743,8
14744,4
14747,3
14748,2
14750,36
14751,1
14752,3
14753,3
14754,1
14755,13
14756,1
14757,27
14760,111
14766,1
14767,4
14770,14
14772,14
14774,1
14775,10
14778,5
14779,35
14781,11
14782,7
14783,2
14784,1
14785,2
14786,1
14787,34
14788,1
14801,20
14802,25
14803,3
14804,4
14805,1
14806,5
14807,9
14808,2
14809,4
14810,65
14812,1
14813,15
14814,11
14815,4
14817,2
14818,6
14819,1
14820,1
14821,11
14822,7
14823,11
14824,1
14825,1
14826,7
14830,102
14831,4
14836,2
14837,22
14838,3
14839,1
14840,22
14841,6
14842,3
14843,83
14844,5
14845,86
14846,2
14847,12
14850,278
14852,1
14853,31
14855,2
14856,1
14857,1
14858,1
14859,1
14860,8
14864,1
14865,17
14867,5
14869,3
14870,40
14871,6
14873,5
14876,1
14878,2
14879,3
14880,4
14881,1
14882,15
14883,10
14884,3
14885,2
14886,24
14887,3
14889,7
14891,47
14892,29
14893,1
14894,2
14895,47
14897,6
14898,3
14901,91
14902,1
14903,46
14904,49
14905,16
15757,1
17401,1
31547,1
