0,4
10033,1
10455,5
10456,1
10458,1
10463,1
10467,1
10473,4
10474,2
10501,1
10502,38
10503,3
10504,52
10505,8
10506,13
10507,25
10509,83
10510,41
10511,8
10512,80
10514,28
10516,33
10517,2
10518,14
10519,3
10520,46
10522,45
10523,68
10524,13
10526,3
10527,3
10528,50
10530,59
10532,29
10533,17
10535,16
10536,22
10538,62
10540,7
10541,72
10543,96
10545,4
10546,6
10547,37
10548,13
10549,87
10550,74
10551,1
10552,42
10553,9
10560,13
10562,77
10566,84
10567,37
10570,47
10573,165
10576,10
10577,35
10578,2
10579,22
10580,95
10583,121
10588,15
10589,27
10590,11
10591,124
10594,30
10595,37
10596,6
10597,4
10598,80
10601,156
10603,40
10604,36
10605,46
10606,48
10607,37
10610,2
10701,132
10702,1
10703,35
10704,124
10705,68
10706,29
10707,35
10708,57
10709,26
10710,102
10801,187
10802,3
10803,45
10804,40
10805,48
10901,72
10910,4
10911,12
10912,1
10913,24
10914,3
10915,1
10916,6
10917,35
10918,39
10919,8
10920,32
10921,19
10922,8
10923,20
10924,50
10925,23
10926,9
10927,41
10928,24
10930,7
10931,4
10940,202
10941,35
10949,5
10950,93
10952,64
10954,85
10956,95
10958,3
10960,88
10962,33
10963,9
10964,5
10965,67
10968,22
10969,6
10970,33
10973,9
10974,16
10976,11
10977,151
10979,2
10980,37
10981,4
10982,8
10983,22
10984,8
10986,3
10987,46
10988,2
10989,21
10990,75
10992,25
10993,25
10994,81
10998,3
11000,1
11001,46
11002,1
11003,95
11010,70
11020,18
11021,64
11022,1
11023,26
11024,12
11030,55
11040,98
11042,14
11043,1
11050,122
11081,1
11096,18
11101,1
11111,5
11150,1
11158,1
11201,1
11301,1
11350,1
11355,1
11357,1
11361,2
11372,3
11422,1
11501,91
11505,1
11507,16
11509,15
11510,74
11514,52
11516,33
11517,1
11518,33
11520,126
11526,1
11530,149
11542,105
11545,45
11547,1
11548,32
11549,5
11550,165
11552,66
11553,121
11554,107
11555,2
11556,2
11557,37
11558,38
11559,37
11560,35
11561,104
11563,88
11565,22
11566,108
11568,31
11569,16
11570,112
11571,3
11572,96
11575,30
11576,47
11577,37
11579,21
11580,89
11581,45
11582,3
11590,154
11596,45
11598,25
11599,1
11691,1
11696,7
11701,2
11709,17
11710,99
11714,64
11716,1
11724,3
11731,2
11732,20
11735,81
11747,1
11750,1
11752,1
11753,39
11754,1
11756,72
11757,1
11758,127
11761,1
11762,50
11765,2
11768,1
11771,52
11783,49
11791,90
11792,2
11793,102
11797,43
11801,144
11803,98
11804,7
11920,1
12005,1
12008,2
12009,23
12010,107
12015,6
12018,17
12019,9
12020,90
12022,3
12023,4
12025,22
12027,13
12028,1
12029,5
12031,2
12032,11
12033,22
12035,1
12037,21
12041,1
12042,1
12043,42
12045,1
12047,62
12050,2
12051,15
12052,4
12053,5
12054,40
12056,9
12057,3
12058,3
12059,2
12060,3
12061,25
12065,126
12066,3
12067,3
12068,10
12070,1
12071,1
12072,9
12074,9
12075,6
12076,6
12077,40
12078,73
12080,1
12082,1
12083,23
12084,22
12085,8
12086,9
12087,2
12089,2
12090,21
12092,3
12093,6
12095,69
12106,4
12108,4
12110,151
12116,1
12117,15
12118,26
12122,14
12123,7
12124,1
12125,15
12130,2
12131,1
12133,1
12134,28
12135,1
12136,2
12137,7
12138,1
12139,2
12140,1
12141,1
12143,30
12144,61
12147,3
12148,7
12149,8
12150,6
12151,3
12153,1
12154,9
12155,4
12157,12
12158,6
12159,18
12164,21
12165,1
12166,2
12167,15
12168,5
12170,7
12173,1
12174,1
12175,1
12177,1
12180,217
12181,1
12182,35
12183,9
12184,26
12185,1
12186,17
12187,1
12188,18
12189,53
12190,6
12192,15
12193,1
12195,2
12196,9
12197,7
12198,14
12201,1
12202,57
12203,128
12204,28
12205,209
12206,104
12207,78
12208,80
12209,27
12210,89
12211,51
12212,1
12222,1
12223,2
12224,1
12226,2
12239,1
12242,2
12288,1
12301,1
12302,84
12303,81
12304,72
12305,73
12306,86
12307,17
12308,36
12309,60
12345,5
12401,216
12404,6
12405,4
12406,4
12407,1
12409,2
12410,5
12412,7
12413,21
12414,59
12417,2
12418,2
12420,1
12422,1
12423,13
12424,2
12426,2
12427,6
12428,41
12429,3
12430,7
12431,6
12432,2
12434,6
12435,8
12436,4
12439,3
12440,8
12441,3
12442,31
12443,6
12444,1
12446,16
12449,7
12450,1
12451,7
12453,3
12454,1
12455,16
12456,1
12457,7
12458,7
12460,3
12461,2
12463,5
12464,12
12465,2
12466,9
12468,7
12469,1
12470,3
12471,1
12472,13
12473,12
12474,11
12475,3
12477,73
12480,4
12481,6
12482,1
12484,16
12485,23
12486,2
12487,4
12491,3
12492,2
12493,3
12494,1
12496,34
12498,27
12501,17
12502,5
12503,2
12504,3
12506,1
12508,73
12509,1
12510,1
12512,1
12513,5
12514,1
12515,1
12516,11
12517,1
12518,27
12520,20
12521,8
12522,17
12523,3
12524,95
12525,7
12526,5
12527,2
12528,38
12529,13
12531,10
12533,56
12534,109
12538,47
12540,26
12541,1
12542,19
12543,6
12545,27
12546,18
12547,7
12548,3
12549,47
12550,243
12552,1
12553,72
12561,88
12563,23
12564,24
12565,5
12566,27
12567,9
12568,7
12569,16
12570,10
12571,45
12572,64
12574,3
12575,3
12577,5
12578,4
12580,4
12581,8
12582,5
12583,5
12584,5
12585,3
12586,30
12589,21
12590,81
12592,3
12594,12
12601,200
12602,1
12603,118
12604,3
12623,1
12686,1
12701,80
12719,12
12720,7
12721,13
12722,2
12723,19
12724,1
12725,3
12726,2
12729,7
12732,7
12733,12
12734,15
12737,15
12740,3
12741,1
12743,2
12746,6
12747,5
12748,10
12749,9
12750,2
12751,8
12752,4
12753,1
12754,48
12758,21
12759,16
12760,2
12762,3
12763,5
12764,19
12765,1
12766,1
12768,9
12770,2
12771,63
12775,9
12776,17
12777,4
12778,1
12779,23
12780,2
12781,1
12783,18
12785,2
12786,9
12787,3
12788,19
12789,20
12790,17
12791,2
12792,4
12801,80
12803,33
12804,131
12809,3
12811,1
12812,6
12814,32
12815,8
12816,14
12817,12
12819,1
12820,1
12821,6
12822,14
12824,11
12827,11
12828,23
12831,21
12832,19
12833,7
12834,25
12835,9
12836,3
12837,1
12838,3
12839,49
12842,11
12844,2
12845,138
12846,22
12847,14
12848,1
12849,2
12850,2
12851,5
12852,8
12853,22
12855,2
12856,3
12857,3
12858,2
12859,2
12860,12
12861,3
12864,1
12865,8
12866,344
12870,19
12871,16
12874,3
12878,8
12883,32
12885,28
12887,20
12889,2
12901,175
12903,5
12910,4
12911,2
12912,8
12913,7
12916,8
12917,6
12919,14
12920,10
12921,11
12922,1
12923,1
12924,2
12926,5
12927,2
12928,8
12929,5
12930,2
12932,11
12933,2
12934,1
12935,8
12936,7
12937,8
12939,1
12941,2
12942,4
12943,10
12944,21
12945,4
12946,117
12950,6
12952,3
12953,72
12955,4
12956,6
12957,3
12958,4
12959,1
12960,2
12961,1
12962,7
12966,5
12967,2
12969,3
12970,7
12972,25
12974,18
12975,2
12977,3
12979,15
12980,6
12981,6
12983,72
12986,38
12989,1
12992,5
12993,17
12996,18
12997,28
13020,3
13021,200
13026,11
13027,85
13028,2
13029,15
13030,16
13031,47
13032,40
13033,8
13034,2
13035,35
13036,32
13037,25
13039,60
13040,10
13041,24
13042,8
13044,8
13045,183
1305,1
13051,2
13052,10
13053,18
13054,3
13057,73
13060,16
13061,1
13063,7
13064,10
13065,2
13066,46
13068,7
13069,87
13071,3
13072,1
13073,19
13074,10
13076,3
13077,31
13078,15
13080,13
13081,4
13082,4
13083,4
13084,24
13087,1
13088,75
13089,1
13090,61
13092,5
13093,2
13101,12
13104,47
13108,26
13110,8
13111,3
13112,5
13113,3
13114,23
13115,2
13116,7
13117,3
13118,21
13119,2
13120,13
13121,3
13123,3
13126,149
13131,13
13132,3
13135,29
13136,1
13137,1
13138,4
13140,15
13141,4
13142,37
13143,6
13144,1
13145,8
13146,1
13147,1
13148,42
13152,37
13153,5
13155,4
13156,1
13157,14
